day,timestamp,global_ts,VE_real,VEV_4000_plus_K,VEV_4500_plus_K,VEV_5000_plus_K,OLS_all_calls
0,367700,367700,5280.5,5280.0,5280.0,5284.5,5279.742377169589
0,367800,367800,5279.5,5279.5,5279.5,5284.0,5279.308280005901
0,367900,367900,5278.0,5283.5,5282.0,5284.0,5280.275558170028
0,368000,368000,5276.5,5276.5,5276.5,5281.0,5276.000643476367
0,368100,368100,5275.5,5275.5,5275.5,5280.5,5275.50018984496
0,368200,368200,5274.0,5274.0,5274.0,5278.5,5273.525728318711
0,368300,368300,5274.5,5274.5,5274.5,5279.0,5274.017677717631
0,368400,368400,5272.5,5272.5,5272.5,5277.5,5272.411893319844
0,368500,368500,5271.5,5271.5,5271.5,5276.0,5270.851350000581
0,368600,368600,5270.5,5270.5,5270.5,5275.5,5270.247562947976
0,368700,368700,5271.0,5271.0,5271.0,5276.0,5270.794434197844
0,368800,368800,5271.5,5271.5,5271.5,5276.0,5270.851350000581
0,368900,368900,5271.5,5271.5,5272.0,5276.5,5271.351594239749
0,369000,369000,5272.5,5272.5,5272.5,5277.5,5272.545271350187
0,369100,369100,5272.5,5272.5,5272.5,5277.5,5272.44986871113
0,369200,369200,5271.5,5271.5,5271.5,5276.5,5271.352893714353
0,369300,369300,5273.5,5274.0,5274.0,5278.5,5273.488177914886
0,369400,369400,5274.5,5274.5,5274.5,5279.0,5274.017677717631
0,369500,369500,5274.0,5274.0,5274.0,5278.5,5273.40179095335
0,369600,369600,5275.5,5275.0,5275.0,5279.5,5274.411719080671
0,369700,369700,5275.5,5276.0,5276.0,5280.5,5275.652508286755
0,369800,369800,5276.5,5276.5,5276.5,5280.5,5275.52805947636
0,369900,369900,5276.5,5276.5,5276.5,5281.0,5275.991627798846
0,370000,370000,5277.0,5277.0,5277.0,5281.5,5276.62554591817
0,370100,370100,5277.5,5277.5,5277.5,5281.5,5276.720437112194
0,370200,370200,5277.5,5277.5,5277.5,5282.0,5277.088602795623
0,370300,370300,5277.5,5278.0,5278.0,5282.5,5277.6264583679695
0,370400,370400,5278.5,5278.5,5278.5,5282.5,5277.825767878572
0,370500,370500,5276.0,5277.5,5277.5,5282.0,5277.088602795623
0,370600,370600,5277.5,5277.5,5277.5,5282.0,5277.18400543468
0,370700,370700,5279.0,5279.0,5279.0,5283.5,5278.723433364747
0,370800,370800,5278.5,5278.0,5278.0,5282.5,5277.635474045492
0,370900,370900,5278.5,5278.5,5278.5,5282.5,5277.8347835560935
0,371000,371000,5279.5,5279.0,5279.0,5283.5,5278.723433364747
0,371100,371100,5280.5,5280.0,5280.5,5284.5,5279.836480334043
0,371200,371200,5278.5,5278.5,5278.5,5283.0,5278.107546600466
0,371300,371300,5278.5,5278.0,5278.0,5282.5,5277.635474045492
0,371400,371400,5279.5,5279.0,5279.0,5283.5,5278.645402172812
0,371500,371500,5278.5,5279.0,5279.0,5283.5,5278.723433364747
0,371600,371600,5278.0,5278.0,5278.0,5282.5,5277.6264583679695
0,371700,371700,5278.5,5278.5,5278.5,5283.0,5278.107546600466
0,371800,371800,5278.5,5278.5,5278.5,5282.5,5277.787792487286
0,371900,371900,5281.5,5280.5,5280.5,5285.0,5280.396239325156
0,372000,372000,5280.5,5280.5,5280.5,5285.0,5280.396239325156
0,372100,372100,5279.0,5279.0,5279.0,5283.5,5278.723433364747
0,372200,372200,5277.5,5277.5,5277.5,5282.0,5277.010571603689
0,372300,372300,5278.0,5280.0,5280.0,5284.5,5279.742377169589
0,372400,372400,5280.0,5280.0,5280.0,5284.5,5279.742377169589
0,372500,372500,5279.5,5280.0,5280.0,5284.5,5279.742377169589
0,372600,372600,5280.0,5280.0,5280.0,5284.5,5279.742377169589
0,372700,372700,5280.5,5280.5,5280.5,5285.0,5280.405255002677
0,372800,372800,5280.5,5280.5,5280.5,5284.5,5279.894695611384
0,372900,372900,5278.5,5280.0,5280.0,5284.5,5279.742377169589
0,373000,373000,5280.0,5280.0,5280.0,5284.5,5279.742377169589
0,373100,373100,5279.5,5279.5,5279.5,5283.5,5278.844711683414
0,373200,373200,5279.0,5279.0,5279.0,5283.5,5278.723433364747
0,373300,373300,5277.5,5282.5,5281.0,5283.0,5279.187598850772
0,373400,373400,5278.5,5278.5,5278.5,5283.0,5278.107546600466
0,373500,373500,5279.5,5279.5,5279.5,5284.0,5279.117474727786
0,373600,373600,5279.0,5279.0,5279.0,5283.5,5278.723433364747
0,373700,373700,5279.5,5279.5,5279.5,5283.5,5278.835696005893
0,373800,373800,5279.5,5279.5,5279.5,5284.0,5279.212877366844
0,373900,373900,5279.5,5280.0,5280.0,5284.5,5279.733361492067
0,374000,374000,5280.0,5280.0,5280.0,5284.5,5279.742377169589
0,374100,374100,5279.5,5279.5,5279.5,5284.0,5279.308280005901
0,374200,374200,5280.5,5280.5,5280.5,5284.5,5279.93267100267
0,374300,374300,5281.5,5281.5,5281.5,5285.5,5280.98265493064
0,374400,374400,5282.5,5283.0,5283.0,5287.0,5282.6644765685705
0,374500,374500,5283.5,5283.5,5283.5,5287.5,5282.93458056625
0,374600,374600,5282.0,5282.0,5282.0,5286.5,5282.03106989428
0,374700,374700,5282.5,5282.5,5282.5,5286.5,5282.039574126768
0,374800,374800,5283.5,5283.0,5283.0,5287.5,5283.050013699122
0,374900,374900,5284.5,5284.5,5284.5,5288.5,5284.175369772333
0,375000,375000,5283.5,5283.5,5283.5,5287.5,5282.925564888728
0,375100,375100,5283.5,5283.5,5283.5,5287.5,5282.925564888728
0,375200,375200,5282.5,5283.0,5283.0,5287.0,5282.531523525688
0,375300,375300,5282.5,5282.0,5282.0,5286.5,5281.840264616166
0,375400,375400,5283.5,5283.5,5283.5,5287.5,5282.887589497442
0,375500,375500,5283.0,5283.0,5283.0,5287.5,5282.926076333762
0,375600,375600,5282.5,5282.0,5282.5,5286.5,5281.9433834581405
0,375700,375700,5284.0,5284.0,5284.0,5288.0,5283.550467330531
0,375800,375800,5283.5,5282.0,5282.0,5286.5,5281.840264616166
0,375900,375900,5283.0,5283.0,5283.0,5287.0,5282.6644765685705
0,376000,376000,5282.0,5282.0,5282.0,5286.5,5281.840264616166
0,376100,376100,5282.5,5282.5,5282.5,5286.5,5282.039574126768
0,376200,376200,5284.0,5284.0,5284.0,5288.5,5284.014035653017
0,376300,376300,5283.5,5283.5,5283.5,5287.5,5282.887589497442
0,376400,376400,5284.5,5285.0,5285.0,5289.0,5284.638426649785
0,376500,376500,5284.5,5285.0,5285.0,5289.0,5284.638426649785
0,376600,376600,5283.5,5283.5,5283.5,5287.5,5282.887589497442
0,376700,376700,5283.5,5283.5,5283.5,5287.5,5282.925564888728
0,376800,376800,5281.5,5281.5,5281.5,5286.0,5281.415183129999
0,376900,376900,5283.5,5283.0,5283.0,5287.5,5283.050013699122
0,377000,377000,5283.5,5283.5,5283.5,5287.5,5282.887589497442
0,377100,377100,5284.5,5285.0,5284.5,5288.5,5284.080755162846
0,377200,377200,5283.5,5283.5,5283.5,5287.5,5282.887589497442
0,377300,377300,5284.0,5284.0,5284.0,5288.0,5283.550467330531
0,377400,377400,5283.0,5283.0,5283.0,5287.0,5282.586445376636
0,377500,377500,5283.0,5283.0,5283.0,5287.0,5282.4625080112755
0,377600,377600,5282.5,5282.5,5282.5,5286.5,5282.039574126768
0,377700,377700,5281.5,5281.0,5281.0,5285.5,5280.75230529691
0,377800,377800,5280.5,5280.5,5280.5,5285.0,5280.396239325156
0,377900,377900,5279.0,5279.0,5279.0,5283.5,5278.645402172812
0,378000,378000,5278.5,5278.5,5278.5,5282.5,5277.8347835560935
0,378100,378100,5277.5,5277.5,5277.5,5281.5,5276.64240592026
0,378200,378200,5275.5,5275.5,5275.0,5280.0,5274.933502680498
0,378300,378300,5274.5,5274.5,5274.0,5279.0,5274.0475119185385
0,378400,378400,5272.5,5272.5,5273.0,5277.5,5272.370538044593
0,378500,378500,5273.5,5273.5,5273.5,5278.0,5273.053655763737
0,378600,378600,5273.5,5273.5,5273.5,5278.5,5273.517224086223
0,378700,378700,5273.0,5273.0,5273.0,5278.0,5272.892321644421
0,378800,378800,5275.5,5275.5,5275.5,5280.0,5275.036621522474
0,378900,378900,5274.5,5274.5,5275.0,5279.5,5274.52585273894
0,379000,379000,5274.5,5274.5,5274.5,5279.0,5274.141615082992
0,379100,379100,5274.5,5274.5,5274.5,5279.0,5274.141615082992
0,379200,379200,5273.5,5273.5,5274.0,5278.5,5273.420521972563
0,379300,379300,5275.5,5275.5,5275.5,5280.0,5275.027605844952
0,379400,379400,5275.0,5275.0,5275.0,5279.5,5274.535656446033
0,379500,379500,5274.0,5279.0,5277.5,5280.0,5275.975518610167
0,379600,379600,5273.5,5273.5,5273.5,5278.0,5273.044640086216
0,379700,379700,5273.5,5273.5,5274.0,5278.5,5273.420521972563
0,379800,379800,5273.5,5273.5,5273.0,5278.0,5272.950536921762
0,379900,379900,5272.0,5272.0,5272.0,5276.5,5271.409809517091
0,380000,380000,5270.5,5270.5,5270.5,5275.5,5270.122540687233
0,380100,380100,5269.5,5269.5,5270.0,5274.5,5269.2537067931735
0,380200,380200,5269.0,5269.0,5269.0,5274.0,5268.48771011811
0,380300,380300,5269.5,5270.0,5270.0,5275.0,5269.6800877539445
0,380400,380400,5269.0,5269.0,5269.0,5274.0,5268.48771011811
0,380500,380500,5270.5,5271.0,5271.0,5275.5,5270.321850197836
0,380600,380600,5271.5,5271.5,5271.0,5276.0,5270.757246836128
0,380700,380700,5271.5,5271.5,5271.5,5276.0,5270.755947361524
0,380800,380800,5273.0,5273.0,5273.0,5277.5,5272.428753321934
0,380900,380900,5272.5,5272.5,5272.5,5277.5,5272.402877642322
0,381000,381000,5273.5,5273.5,5273.5,5278.5,5273.412805769644
0,381100,381100,5272.5,5272.5,5272.5,5277.0,5271.939309319836
0,381200,381200,5271.5,5271.5,5271.5,5276.5,5271.21951568401
0,381300,381300,5271.5,5271.5,5271.5,5276.5,5271.21951568401
0,381400,381400,5270.5,5270.5,5270.5,5275.5,5270.160516078519
0,381500,381500,5271.5,5271.5,5272.0,5276.5,5271.351594239749
0,381600,381600,5270.5,5270.5,5270.5,5275.5,5270.238547270454
0,381700,381700,5271.5,5270.5,5270.5,5275.5,5270.238547270454
0,381800,381800,5269.5,5269.5,5269.5,5274.5,5269.150587951198
0,381900,381900,5270.5,5270.5,5270.0,5275.0,5269.6429003922285
0,382000,382000,5271.0,5271.0,5271.0,5276.0,5270.690015881265
0,382100,382100,5271.5,5271.5,5271.5,5276.5,5271.21951568401
0,382200,382200,5272.0,5272.0,5272.0,5277.0,5271.873377839577
0,382300,382300,5272.5,5272.5,5273.0,5277.5,5272.448569236527
0,382400,382400,5273.5,5273.5,5273.5,5278.5,5273.412805769644
0,382500,382500,5275.5,5275.5,5275.5,5280.0,5275.027605844952
0,382600,382600,5274.5,5274.5,5275.0,5279.5,5274.603883930874
0,382700,382700,5276.0,5276.0,5276.0,5280.5,5275.46170300864
0,382800,382800,5277.0,5277.0,5277.0,5281.5,5276.645064966953
0,382900,382900,5277.0,5277.0,5277.0,5281.5,5276.74046760601
0,383000,383000,5277.0,5277.0,5277.0,5281.5,5276.645064966953
0,383100,383100,5277.0,5277.0,5277.0,5281.5,5276.74046760601
0,383200,383200,5275.0,5275.0,5275.0,5279.5,5274.52664076851
0,383300,383300,5274.5,5274.0,5274.0,5279.0,5273.980280963676
0,383400,383400,5274.5,5274.5,5274.5,5279.0,5274.141615082992
0,383500,383500,5276.5,5275.5,5275.5,5280.5,5275.491174167438
0,383600,383600,5273.5,5274.0,5274.0,5278.5,5273.51671264119
0,383700,383700,5274.5,5274.5,5275.0,5279.5,5274.52585273894
0,383800,383800,5274.0,5274.0,5274.0,5279.0,5273.980280963676
0,383900,383900,5274.0,5274.0,5274.0,5279.0,5273.980280963676
0,384000,384000,5272.5,5272.5,5273.0,5277.5,5272.448569236527
0,384100,384100,5272.5,5272.0,5272.0,5277.0,5271.873377839577
0,384200,384200,5272.0,5272.0,5272.0,5277.0,5271.873377839577
0,384300,384300,5273.5,5273.5,5273.0,5278.0,5272.950536921762
0,384400,384400,5272.5,5272.5,5272.5,5277.0,5271.939309319836
0,384500,384500,5273.0,5274.5,5274.5,5279.5,5274.527152213544
0,384600,384600,5274.5,5274.5,5274.5,5279.5,5274.431749574486
0,384700,384700,5274.5,5274.5,5274.5,5279.5,5274.527152213544
0,384800,384800,5274.0,5274.0,5274.0,5278.5,5273.51671264119
0,384900,384900,5273.5,5279.0,5277.5,5280.0,5275.966502932645
0,385000,385000,5272.5,5272.0,5272.0,5277.0,5271.873377839577
0,385100,385100,5271.5,5271.5,5272.0,5276.5,5271.313618848463
0,385200,385200,5271.5,5271.5,5272.0,5276.5,5271.313618848463
0,385300,385300,5270.5,5270.5,5270.5,5275.5,5270.122540687233
0,385400,385400,5271.5,5271.5,5271.0,5276.0,5270.757246836128
0,385500,385500,5271.5,5271.5,5271.5,5276.5,5271.21951568401
0,385600,385600,5270.5,5270.5,5270.5,5275.5,5270.200571879168
0,385700,385700,5270.0,5270.0,5270.0,5275.0,5269.6800877539445
0,385800,385800,5267.5,5267.5,5268.0,5273.0,5267.543504078809
0,385900,385900,5268.0,5268.0,5268.0,5273.0,5267.610735033672
0,386000,386000,5267.0,5267.0,5267.0,5272.0,5266.637697402256
0,386100,386100,5263.0,5265.0,5265.0,5270.0,5264.435391639101
0,386200,386200,5265.5,5265.5,5265.5,5271.0,5265.4664351556185
0,386300,386300,5265.5,5265.5,5265.5,5270.5,5265.002866833132
0,386400,386400,5265.5,5265.5,5265.5,5271.0,5265.4664351556185
0,386500,386500,5268.0,5268.0,5268.0,5273.0,5267.60171935615
0,386600,386600,5268.5,5268.5,5269.0,5274.0,5268.726866037122
0,386700,386700,5269.5,5269.5,5269.5,5274.5,5269.150587951198
0,386800,386800,5270.0,5270.0,5270.0,5275.0,5269.6800877539445
0,386900,386900,5268.5,5268.5,5269.0,5274.0,5268.726866037122
0,387000,387000,5269.5,5270.0,5270.0,5275.0,5269.6800877539445
0,387100,387100,5271.5,5271.5,5271.5,5276.5,5271.21951568401
0,387200,387200,5272.5,5272.5,5272.5,5277.5,5272.307475003265
0,387300,387300,5270.5,5270.5,5271.0,5276.0,5270.796218757393
0,387400,387400,5271.5,5271.0,5271.0,5276.0,5270.690015881265
0,387500,387500,5272.5,5272.5,5272.5,5277.5,5272.402877642322
0,387600,387600,5272.5,5272.5,5272.5,5277.5,5272.316490680787
0,387700,387700,5272.5,5272.5,5272.0,5277.0,5271.94060879444
0,387800,387800,5272.0,5272.0,5272.0,5277.0,5271.873377839577
0,387900,387900,5272.5,5272.5,5272.5,5277.5,5272.316490680787
0,388000,388000,5272.5,5272.5,5272.0,5277.0,5271.845206155383
0,388100,388100,5272.5,5272.5,5272.5,5277.0,5271.939309319836
0,388200,388200,5271.5,5272.0,5272.0,5276.5,5271.371834125805
0,388300,388300,5270.0,5271.5,5271.5,5276.5,5271.21951568401
0,388400,388400,5271.5,5271.5,5271.5,5276.5,5271.21951568401
0,388500,388500,5270.5,5270.5,5270.5,5275.5,5270.200571879168
0,388600,388600,5269.5,5269.5,5270.0,5275.0,5269.7172751156595
0,388700,388700,5269.5,5269.5,5270.0,5274.5,5269.2537067931735
0,388800,388800,5269.5,5269.5,5269.5,5274.5,5269.15960362872
0,388900,388900,5269.0,5275.5,5274.5,5277.0,5272.782440726362
0,389000,389000,5271.0,5271.0,5271.0,5276.0,5270.768047073199
0,389100,389100,5270.5,5270.5,5270.0,5275.5,5270.1064687147145
0,389200,389200,5270.5,5270.5,5271.0,5276.0,5270.796218757393
0,389300,389300,5270.5,5271.0,5271.0,5276.0,5270.854434034735
0,389400,389400,5271.0,5271.0,5271.0,5276.0,5270.768047073199
0,389500,389500,5269.5,5269.5,5270.0,5275.0,5269.621872476602
0,389600,389600,5268.5,5268.5,5268.5,5273.5,5268.26459718924
0,389700,389700,5267.5,5267.5,5267.0,5272.5,5267.035543636723
0,389800,389800,5266.5,5266.5,5267.0,5272.0,5266.533575951488
0,389900,389900,5265.5,5265.5,5265.5,5271.0,5265.4664351556185
0,390000,390000,5266.5,5266.5,5266.0,5271.5,5266.08310994947
0,390100,390100,5267.5,5267.5,5267.0,5272.5,5266.940140997665
0,390200,390200,5267.5,5267.5,5267.0,5272.5,5267.0181721896
0,390300,390300,5267.5,5267.0,5267.0,5272.0,5266.715728594191
0,390400,390400,5266.5,5266.5,5266.0,5271.5,5266.08310994947
0,390500,390500,5266.0,5266.0,5266.0,5271.0,5265.523350958356
0,390600,390600,5264.5,5264.5,5264.5,5270.0,5264.447491350776
0,390700,390700,5265.0,5265.0,5265.0,5270.0,5264.513422831035
0,390800,390800,5265.0,5265.0,5265.0,5270.5,5264.976991153521
0,390900,390900,5265.5,5265.5,5265.5,5271.0,5265.506490956267
0,391000,391000,5265.0,5265.0,5265.0,5270.5,5264.976991153521
0,391100,391100,5266.0,5266.0,5266.0,5271.0,5265.618753597413
0,391200,391200,5266.5,5266.5,5266.0,5271.5,5266.045134558184
0,391300,391300,5266.5,5266.5,5266.0,5271.5,5266.045134558184
0,391400,391400,5265.5,5265.5,5266.0,5271.0,5265.560538320072
0,391500,391500,5265.5,5265.5,5265.5,5271.0,5265.4664351556185
0,391600,391600,5266.0,5266.0,5266.0,5271.0,5265.618753597413
0,391700,391700,5266.0,5266.0,5266.0,5271.0,5265.618753597413
0,391800,391800,5265.0,5265.0,5265.0,5270.0,5264.522438508558
0,391900,391900,5264.5,5264.5,5265.0,5270.0,5264.455207553694
0,392000,392000,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,392100,392100,5264.0,5264.0,5264.0,5269.5,5263.927007225552
0,392200,392200,5265.0,5265.0,5265.0,5270.5,5264.986006831044
0,392300,392300,5266.0,5266.0,5266.0,5271.0,5265.618753597413
0,392400,392400,5265.5,5265.5,5265.5,5271.0,5265.4664351556185
0,392500,392500,5264.0,5264.0,5264.0,5269.5,5263.831604586495
0,392600,392600,5263.5,5263.5,5263.0,5269.0,5263.2654288670665
0,392700,392700,5262.5,5262.5,5262.5,5268.0,5262.254201265142
0,392800,392800,5262.0,5262.0,5262.0,5267.5,5261.733717139919
0,392900,392900,5262.5,5262.5,5262.5,5268.0,5262.254201265142
0,393000,393000,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,393100,393100,5261.5,5261.5,5262.0,5267.0,5261.298320501626
0,393200,393200,5259.5,5259.5,5260.0,5265.5,5259.559583060958
0,393300,393300,5259.5,5259.5,5260.0,5265.5,5259.559583060958
0,393400,393400,5260.5,5260.5,5261.0,5266.0,5260.155014343963
0,393500,393500,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,393600,393600,5264.0,5264.0,5264.0,5269.5,5263.927007225552
0,393700,393700,5263.5,5263.5,5264.0,5269.0,5263.405223625724
0,393800,393800,5264.5,5264.5,5264.0,5269.5,5263.889819863836
0,393900,393900,5264.5,5264.5,5264.5,5270.0,5264.447491350776
0,394000,394000,5264.5,5264.5,5265.0,5270.0,5264.55061019275
0,394100,394100,5264.5,5264.5,5264.0,5269.5,5263.889819863836
0,394200,394200,5263.5,5263.5,5264.0,5269.0,5263.405223625724
0,394300,394300,5261.5,5261.5,5261.0,5267.0,5261.0631231039115
0,394400,394400,5261.5,5261.5,5262.0,5267.0,5261.298320501626
0,394500,394500,5261.5,5261.5,5261.5,5267.0,5261.1952016596515
0,394600,394600,5261.5,5261.5,5261.0,5267.0,5261.0631231039115
0,394700,394700,5259.5,5259.5,5259.5,5265.0,5259.001911574018
0,394800,394800,5260.5,5260.5,5260.0,5266.0,5260.053194976592
0,394900,394900,5259.5,5259.5,5260.0,5265.5,5259.559583060958
0,395000,395000,5261.5,5261.5,5261.0,5267.0,5261.158525742969
0,395100,395100,5263.0,5263.0,5263.0,5268.5,5262.734629589718
0,395200,395200,5263.5,5263.5,5264.0,5269.0,5263.4626508734955
0,395300,395300,5264.0,5264.0,5264.0,5269.5,5263.927007225552
0,395400,395400,5264.5,5264.5,5264.0,5269.5,5263.889819863836
0,395500,395500,5263.5,5263.5,5264.0,5269.0,5263.4626508734955
0,395600,395600,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,395700,395700,5263.5,5263.5,5263.0,5269.0,5263.2654288670665
0,395800,395800,5263.5,5263.5,5263.0,5269.0,5263.2654288670665
0,395900,395900,5264.0,5264.0,5264.0,5269.5,5263.927007225552
0,396000,396000,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,396100,396100,5263.5,5263.5,5263.5,5269.0,5263.35953203152
0,396200,396200,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,396300,396300,5262.5,5262.5,5262.0,5267.5,5261.79193241726
0,396400,396400,5262.5,5262.5,5262.0,5267.5,5261.79193241726
0,396500,396500,5261.5,5261.5,5261.5,5267.0,5261.157226268365
0,396600,396600,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,396700,396700,5263.0,5263.0,5263.0,5268.5,5262.696654198432
0,396800,396800,5263.5,5263.5,5263.0,5269.0,5263.2654288670665
0,396900,396900,5262.0,5264.0,5264.0,5269.5,5263.927007225552
0,397000,397000,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,397100,397100,5260.5,5260.5,5261.0,5266.5,5260.578526865799
0,397200,397200,5261.0,5261.0,5261.0,5266.5,5260.636742143141
0,397300,397300,5261.5,5261.5,5261.0,5267.0,5261.0631231039115
0,397400,397400,5261.0,5261.0,5261.0,5266.5,5260.636742143141
0,397500,397500,5261.5,5261.5,5261.5,5267.0,5261.157226268365
0,397600,397600,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,397700,397700,5262.5,5262.5,5263.0,5268.0,5262.270273237661
0,397800,397800,5264.5,5264.5,5264.0,5269.5,5263.889819863836
0,397900,397900,5263.0,5263.0,5263.0,5268.5,5262.734629589718
0,398000,398000,5260.0,5260.0,5260.0,5265.5,5259.6177983382995
0,398100,398100,5261.5,5261.5,5261.0,5267.0,5261.0631231039115
0,398200,398200,5261.0,5262.5,5262.0,5268.0,5262.255500739746
0,398300,398300,5261.5,5261.5,5262.0,5267.0,5261.298320501626
0,398400,398400,5261.5,5261.5,5261.5,5267.0,5261.1952016596515
0,398500,398500,5261.5,5261.5,5261.5,5267.0,5261.1952016596515
0,398600,398600,5262.5,5262.5,5263.0,5268.5,5262.733841560147
0,398700,398700,5263.5,5263.5,5263.0,5269.0,5263.2654288670665
0,398800,398800,5264.5,5264.5,5264.0,5270.0,5264.353388186322
0,398900,398900,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,399000,399000,5263.5,5263.5,5263.0,5268.5,5262.80186054458
0,399100,399100,5263.5,5263.5,5263.0,5269.0,5263.2654288670665
0,399200,399200,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,399300,399300,5264.5,5264.5,5264.0,5270.0,5264.353388186322
0,399400,399400,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,399500,399500,5263.5,5263.5,5263.0,5269.0,5263.2654288670665
0,399600,399600,5262.5,5262.5,5262.5,5268.0,5262.176170073208
0,399700,399700,5261.5,5261.5,5261.5,5267.0,5261.1952016596515
0,399800,399800,5260.5,5260.5,5260.5,5266.0,5259.982879987574
0,399900,399900,5259.5,5259.5,5259.0,5265.0,5258.9078084095645
0,400000,400000,5259.5,5259.5,5259.0,5265.0,5259.003211048622
0,400100,400100,5259.0,5259.5,5259.0,5265.0,5259.003211048622
0,400200,400200,5260.5,5259.5,5260.0,5265.5,5259.559583060958
0,400300,400300,5259.5,5259.5,5260.0,5265.5,5259.559583060958
0,400400,400400,5260.5,5260.5,5261.0,5266.5,5260.578526865799
0,400500,400500,5261.5,5261.5,5261.0,5267.0,5261.0631231039115
0,400600,400600,5261.0,5261.0,5261.0,5267.0,5261.100310465627
0,400700,400700,5261.5,5261.5,5261.0,5267.0,5261.158525742969
0,400800,400800,5261.0,5261.0,5261.0,5266.5,5260.636742143141
0,400900,400900,5263.0,5266.5,5265.5,5269.0,5264.220694793089
0,401000,401000,5260.5,5260.5,5261.0,5266.0,5260.114958543313
0,401100,401100,5261.5,5261.5,5261.0,5267.0,5261.158525742969
0,401200,401200,5261.5,5261.5,5261.0,5267.0,5261.1965011342545
0,401300,401300,5261.5,5261.5,5261.0,5267.0,5261.1965011342545
0,401400,401400,5263.0,5263.0,5263.0,5268.5,5262.830032228774
0,401500,401500,5264.5,5264.5,5264.5,5270.0,5264.447491350776
0,401600,401600,5264.5,5264.5,5264.5,5270.0,5264.447491350776
0,401700,401700,5264.5,5264.5,5264.0,5270.0,5264.353388186322
0,401800,401800,5266.0,5265.0,5265.0,5270.5,5265.003378278166
0,401900,401900,5265.5,5265.5,5265.5,5271.0,5265.4664351556185
0,402000,402000,5264.5,5264.5,5264.5,5270.0,5264.447491350776
0,402100,402100,5263.0,5257.5,5259.0,5266.5,5259.679388712944
0,402200,402200,5264.5,5263.5,5263.0,5269.0,5263.274444544588
0,402300,402300,5262.5,5262.5,5263.0,5268.5,5262.771816951433
0,402400,402400,5263.0,5263.0,5263.0,5268.5,5262.743645267239
0,402500,402500,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,402600,402600,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,402700,402700,5260.5,5260.5,5261.0,5266.5,5260.578526865799
0,402800,402800,5259.5,5259.5,5259.0,5265.0,5259.1271484139825
0,402900,402900,5256.5,5256.5,5257.0,5263.0,5257.018736423041
0,403000,403000,5257.0,5257.0,5257.0,5263.0,5256.999580416369
0,403100,403100,5257.0,5257.0,5257.0,5263.0,5256.999580416369
0,403200,403200,5257.0,5256.5,5257.0,5263.0,5256.923333783984
0,403300,403300,5255.5,5255.5,5256.0,5262.0,5255.8443901422515
0,403400,403400,5258.0,5258.0,5258.0,5264.0,5257.971958139864
0,403500,403500,5258.5,5258.5,5258.0,5264.0,5257.934770778148
0,403600,403600,5259.5,5259.5,5259.5,5265.0,5259.1258489393795
0,403700,403700,5260.5,5260.5,5261.0,5266.5,5260.578526865799
0,403800,403800,5259.0,5261.0,5261.0,5266.5,5260.636742143141
0,403900,403900,5261.5,5261.5,5261.0,5267.0,5261.101098495198
0,404000,404000,5262.0,5262.0,5262.0,5267.5,5261.733717139919
0,404100,404100,5262.5,5262.5,5263.0,5268.0,5262.270273237661
0,404200,404200,5263.5,5263.5,5263.0,5269.0,5263.274444544588
0,404300,404300,5263.0,5263.0,5263.0,5268.5,5262.743645267239
0,404400,404400,5264.5,5263.0,5263.0,5268.5,5262.743645267239
0,404500,404500,5262.5,5262.5,5262.5,5268.0,5262.176170073208
0,404600,404600,5262.5,5262.5,5263.0,5268.0,5262.348304429595
0,404700,404700,5262.5,5262.5,5262.5,5268.0,5262.254201265142
0,404800,404800,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,404900,404900,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,405000,405000,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,405100,405100,5263.5,5263.5,5264.0,5269.5,5263.86879194821
0,405200,405200,5263.5,5263.5,5263.0,5269.0,5263.274444544588
0,405300,405300,5263.0,5263.0,5263.0,5268.5,5262.743645267239
0,405400,405400,5263.5,5263.5,5263.0,5269.0,5263.274444544588
0,405500,405500,5262.5,5262.5,5263.0,5268.0,5262.348304429595
0,405600,405600,5263.5,5263.5,5263.5,5269.0,5263.368547709041
0,405700,405700,5262.5,5262.5,5262.0,5268.0,5262.255500739746
0,405800,405800,5262.5,5262.5,5262.5,5268.0,5262.349603904199
0,405900,405900,5265.0,5265.0,5265.0,5270.5,5265.0814094701
0,406000,406000,5264.5,5264.5,5265.0,5270.0,5264.55061019275
0,406100,406100,5265.5,5265.5,5265.5,5271.0,5265.63986898661
