day,timestamp,global_ts,strike,S,dS,IV_residual,surface_edge_ticks
0,747800,747800,5400,5274.5,0.0,-0.010435514082357,2.668026265167571
0,747900,747900,5300,5274.5,0.0,0.0062894806170291,-2.076547839172469
0,747900,747900,5400,5274.5,0.0,-0.0123949084478322,3.151692368917344
0,748000,748000,5300,5275.0,0.5,0.0071249461669162,-2.3535794326991115
0,748000,748000,5400,5275.0,0.5,-0.0108647974948915,2.7805466770101352
0,748100,748100,5300,5276.5,1.5,0.0065894137182453,-2.179327385711813
0,748100,748100,5400,5276.5,1.5,-0.0102204839201412,2.637360508900895
0,748200,748200,5300,5276.5,0.0,0.0050792288784888,-1.679646798018515
0,748200,748200,5400,5276.5,0.0,-0.012161575845277,3.121861454682876
0,748300,748300,5300,5274.5,-2.0,0.0062963408442958,-2.0787463251676233
0,748300,748300,5400,5274.5,-2.0,-0.0123885591253597,3.1499771364689293
0,748400,748400,5300,5276.5,2.0,0.0050826395798239,-1.6807477956929149
0,748400,748400,5400,5276.5,2.0,-0.0121583989712223,3.1209960322914068
0,748500,748500,5300,5274.5,-2.0,0.0062997712048344,-2.0798455945395133
0,748500,748500,5400,5274.5,-2.0,-0.0123853842356048,3.1491194996674445
0,748600,748600,5300,5274.5,0.0,0.0063014864468364,-2.080395235819587
0,748600,748600,5400,5274.5,0.0,-0.0123837967335925,3.1486906761221376
0,748700,748700,5300,5274.5,0.0,0.0063032017299959,-2.0809448814960048
0,748700,748700,5400,5274.5,0.0,-0.012382209193488,3.148261849146956
0,748800,748800,5300,5274.5,0.0,0.0063049170543127,-2.081494531568202
0,748800,748800,5400,5274.5,0.0,-0.0104194831722633,2.6637146278532224
0,748900,748900,5300,5275.5,1.0,0.0064585973484605,-2.1341049215505112
0,748900,748900,5400,5275.5,1.0,-0.0112833378387548,2.8903794951334114
0,749000,749000,5300,5276.0,0.5,0.007289767242498,-2.40991388029665
0,749000,749000,5400,5276.0,0.5,-0.0117150963023954,3.0040031672961662
0,749100,749100,5300,5276.5,0.5,0.0066065893815375,-2.1848331659284725
0,749100,749100,5400,5276.5,0.5,-0.0102044430205462,2.6330106081697315
0,749200,749200,5300,5277.5,1.0,0.0067454868215142,-2.2325772435088154
0,749200,749200,5400,5277.5,1.0,-0.0110755843388475,2.863526293663212
0,749300,749300,5300,5275.5,-2.0,0.0064654639411487,-2.1363054867519304
0,749300,749300,5400,5275.5,-2.0,-0.0112769535382774,2.888651645252432
0,749400,749400,5300,5276.5,1.0,0.0066117428842527,-2.1864849858701394
0,749400,749400,5400,5276.5,1.0,-0.0101996300000431,2.6317055701031307
0,749500,749500,5300,5276.5,0.0,0.0066134608009386,-2.187035601325735
0,749500,749500,5400,5276.5,0.0,-0.0101980255828734,2.6312705504546785
0,749600,749600,5300,5277.5,1.0,0.0067523626817486,-2.2347814636081544
0,749600,749600,5400,5277.5,1.0,-0.0110691962461209,2.861783120642853
0,749700,749700,5300,5277.5,0.0,0.0067540817499395,-2.2353325296533515
0,749700,749700,5400,5277.5,0.0,-0.0110675991271228,2.8613473186724323
0,749800,749800,5300,5277.0,-0.5,0.007443797385343,-2.462721682155302
0,749800,749800,5400,5277.0,-0.5,-0.0106293964603783,2.7452669232512616
0,749900,749900,5300,5277.5,0.5,0.006757520010092,-2.236434674969039
0,749900,749900,5400,5277.5,0.5,-0.0110644047741383,2.8604757042731115
0,750000,750000,5300,5277.5,0.0,0.0067592392020571,-2.2369857542398237
0,750000,750000,5400,5277.5,0.0,-0.0110628075401474,2.8600398918436833
0,750100,750100,5300,5277.5,0.0,0.0067609584352817,-2.237536837918729
0,750100,750100,5400,5277.5,0.0,-0.0110612102678227,2.8596040759278445
0,750200,750200,5300,5275.0,-2.5,0.008676639269474,-2.866023738021027
0,750200,750200,5400,5275.0,-2.5,-0.0088807072533775,2.284367693641489
0,750300,750300,5300,5276.5,1.5,0.0066272056187529,-2.1914406835477145
0,750300,750300,5400,5276.5,1.5,-0.0101851888592637,2.627790267983734
0,750400,750400,5300,5277.5,1.0,0.006766116382541,-2.2391901154091856
0,750400,750400,5400,5277.5,1.0,-0.0110564182208296,2.858296607260539
0,750500,750500,5300,5278.5,1.0,0.0068976752975477,-2.284504160066294
0,750500,750500,5400,5278.5,1.0,-0.0119293534452695,3.090180670251821
0,750600,750600,5300,5277.0,-1.5,0.0074575958907081,-2.467128902519622
0,750600,750600,5400,5277.0,-1.5,-0.0106165883073989,2.741783460906043
0,750700,750700,5300,5276.5,-0.5,0.0066340790173773,-2.1936433303859446
0,750700,750700,5400,5276.5,-0.5,-0.0101787695731334,2.6260500432180973
0,750800,750800,5300,5277.5,1.0,0.0067729942233091,-2.2413945471240218
0,750800,750800,5400,5277.5,1.0,-0.0110500282880689,2.856553266887937
0,750900,750900,5300,5277.5,0.0,0.0067747137866835,-2.2419456660764836
0,750900,750900,5400,5277.5,0.0,-0.0110484307090147,2.8561174230765345
0,751000,751000,5300,5278.0,0.5,0.0060870972989079,-2.0150729246236563
0,751000,751000,5400,5278.0,0.5,-0.0114839056703852,2.9716663152985547
0,751100,751100,5300,5279.5,1.5,0.0070305156473136,-2.3301415407222223
0,751100,751100,5400,5279.5,1.5,-0.0108745253384114,2.8366165569710646
0,751200,751200,5300,5279.5,0.0,0.007032237308168,-2.3306935060693337
0,751200,751200,5400,5279.5,0.0,-0.0108729270539245,2.836176951277066
0,751300,751300,5300,5281.5,2.0,0.0072571078179984,-2.4085877804500613
0,751300,751300,5400,5281.5,2.0,-0.0107322877689951,2.824203866365084
0,751400,751400,5300,5281.5,0.0,0.0072588313162655,-2.4091405211628363
0,751400,751400,5400,5281.5,0.0,-0.0107306890556975,2.823760569556792
0,751500,751500,5300,5282.5,1.0,0.0073612319163433,-2.4447059005305434
0,751500,751500,5400,5282.5,1.0,-0.0116183145415447,3.0634326115569928
0,751600,751600,5300,5283.0,0.5,0.0066580268463634,-2.211779877802209
0,751600,751600,5400,5283.0,0.5,-0.0101719499378649,2.6970542365254153
0,751700,751700,5300,5283.5,0.5,0.0059534456031463,-1.9782581366523648
0,751700,751700,5400,5283.5,0.5,-0.0106179586694728,2.8180836465994332
0,751800,751800,5300,5283.5,0.0,0.0059551587634446,-1.9788115641579616
0,751800,751800,5400,5283.5,0.0,-0.0106163596844148,2.817636716809584
0,751900,751900,5300,5283.0,-0.5,0.006663183291153,-2.2134396978046222
0,751900,751900,5400,5283.0,-0.5,-0.0101671416820894,2.6957146295576804
0,752000,752000,5300,5284.5,1.5,0.0060457032440087,-2.010065775638514
0,752000,752000,5400,5284.5,1.5,-0.0096337003866952,2.5731709041189483
0,752100,752100,5300,5284.0,-0.5,0.0067569109130665,-2.245907877040117
0,752100,752100,5400,5284.0,-0.5,-0.0091817142428864,2.450014165355942
0,752200,752200,5300,5283.5,-0.5,0.007466748072783,-2.481152462042155
0,752200,752200,5400,5283.5,-0.5,-0.0106099633602981,2.815848961885124
0,752300,752300,5300,5280.0,-3.5,0.0093718581413395,-3.107357934696417
0,752300,752300,5400,5280.0,-3.5,-0.0093856590276587,2.462274132221117
0,752400,752400,5300,5281.5,1.5,0.0072760685747591,-2.4146681715679046
0,752400,752400,5400,5281.5,1.5,-0.0107146998116725,2.819327406365744
0,752500,752500,5300,5282.5,1.0,0.0058727631655484,-1.9500952781854084
0,752500,752500,5400,5282.5,1.0,-0.0116023998237115,3.058991527144681
0,752600,752600,5300,5281.5,-1.0,0.0072795165230874,-2.4157737547332063
0,752600,752600,5400,5281.5,-1.0,-0.0107115015021955,2.8184407311541713
0,752700,752700,5300,5279.5,-2.0,0.0070580671813016,-2.3389735163243577
0,752700,752700,5400,5279.5,-2.0,-0.0108489481817803,2.8295824437199437
0,752800,752800,5300,5279.5,0.0,0.0070597895036078,-2.3395255523497673
0,752800,752800,5400,5279.5,0.0,-0.0108473492832452,2.8291427817358885
0,752900,752900,5300,5278.0,-1.5,0.0076302153348812,-2.5257833725827137
0,752900,752900,5400,5278.0,-1.5,-0.0095259544089494,2.4770347485455844
0,753000,753000,5300,5276.5,-1.5,0.0066736138699008,-2.206309917931467
0,753000,753000,5400,5276.5,-1.5,-0.0101418467137976,2.6160426698305135
0,753100,753100,5300,5274.5,-2.0,0.0078936470744804,-2.605461588242882
0,753100,753100,5400,5274.5,-2.0,-0.010350506401386,2.645170656472253
0,753200,753200,5300,5274.5,0.0,0.0078953763370303,-2.606011508448949
0,753200,753200,5400,5274.5,0.0,-0.0103489014430813,2.6447393253976124
0,753300,753300,5300,5275.5,1.0,0.006534166138729,-2.158315012504757
0,753300,753300,5400,5275.5,1.0,-0.0112130768103542,2.8713701048394435
0,753400,753400,5300,5275.0,-0.5,0.0072179763557043,-2.383280127406408
0,753400,753400,5400,5275.0,-0.5,-0.0107783784482209,2.7572385763039553
0,753500,753500,5300,5274.5,-0.5,0.0079005643738288,-2.6076612954767167
0,753500,753500,5400,5274.5,-0.5,-0.0103440863369277,2.6434453114592973
0,753600,753600,5300,5273.5,-1.0,0.0077442201178216,-2.5537145555432987
0,753600,753600,5400,5273.5,-1.0,-0.0094783271894184,2.4172975603997093
0,753700,753700,5300,5273.0,-0.5,0.0069056081099361,-2.2759156105280804
0,753700,753700,5400,5273.0,-0.5,-0.0110131332294369,2.79049235050953
0,753800,753800,5300,5271.0,-2.0,0.0095996115611055,-3.1586745464001713
0,753800,753800,5400,5271.0,-2.0,-0.0092976643416291,2.346274054721749
0,753900,753900,5300,5271.5,0.5,0.0074109649570273,-2.4390714536439497
0,753900,753900,5400,5271.5,0.5,-0.0097239159924302,2.4563026932289547
0,754000,754000,5300,5272.5,1.0,0.007585636750621,-2.498981546467326
0,754000,754000,5400,5272.5,1.0,-0.0105792518912815,2.677768084933194
0,754100,754100,5300,5271.5,-1.0,0.0074144164981301,-2.440168345043642
0,754100,754100,5400,5271.5,-1.0,-0.0097206931417237,2.4554492747184207
0,754200,754200,5300,5269.5,-2.0,0.0085700005639954,-2.8152165090428953
0,754200,754200,5400,5269.5,-2.0,-0.0100031214133836,2.502089145256404
0,754300,754300,5300,5270.5,1.0,0.0072374357778402,-2.379472766680757
0,754300,754300,5400,5270.5,1.0,-0.0108512429174734,2.7197472347322273
0,754400,754400,5300,5270.5,0.0,0.007239160299666,-2.380020689223723
0,754400,754400,5400,5270.5,0.0,-0.0108496400168588,2.7193237151181773
0,754500,754500,5300,5269.5,-1.0,0.0085752063382956,-2.8168589359689227
0,754500,754500,5400,5269.5,-1.0,-0.0099982910432921,2.5008208585111964
0,754600,754600,5300,5270.0,0.5,0.0079103544932821,-2.5995483807853397
0,754600,754600,5400,5270.0,0.5,-0.0104213594299931,2.609275756282317
0,754700,754700,5300,5270.5,0.5,0.0072443341136549,-2.381664483170588
0,754700,754700,5400,5270.5,0.5,-0.0108448310840235,2.718053135931738
0,754800,754800,5300,5270.5,0.0,0.0072460588011617,-2.3822124232595705
0,754800,754800,5400,5270.5,0.0,-0.0108432280294104,2.7176296027548164
0,754900,754900,5300,5270.5,0.0,0.0072477835300941,-2.3827603677357536
0,754900,754900,5400,5270.5,0.0,-0.0108416249362936,2.7172060661869253
0,755000,755000,5300,5269.5,-1.0,0.0070615492630838,-2.3190843679248223
0,755000,755000,5400,5269.5,-1.0,-0.0099902396530079,2.498706979576488
0,755100,755100,5300,5269.0,-0.5,0.0062047641725999,-2.036382978599911
0,755100,755100,5400,5269.0,-0.5,-0.0115714403355838,2.8739220727181283
0,755200,755200,5300,5268.5,-0.5,0.0068694816717103,-2.253528225661527
0,755200,755200,5400,5268.5,-0.5,-0.0111479803490813,2.765885739527963
0,755300,755300,5300,5268.5,0.0,0.0068712036084925,-2.2540750578774325
0,755300,755300,5400,5268.5,0.0,-0.0111463787491745,2.7654662298556003
0,755400,755400,5300,5268.5,0.0,0.0068729255866365,-2.2546218944716436
0,755400,755400,5400,5268.5,0.0,-0.0111447771107979,2.7650467168246937
0,755500,755500,5300,5268.5,0.0,0.0068746476061435,-2.2551687354441228
0,755500,755500,5400,5268.5,0.0,-0.0111431754339478,2.764627200434678
0,755600,755600,5300,5269.5,1.0,0.0070718900518185,-2.322368816786966
0,755600,755600,5400,5269.5,1.0,-0.0099805767082117,2.496170213149496
0,755700,755700,5300,5270.0,0.5,0.0064076191996716,-2.105115442762657
0,755700,755700,5400,5270.0,0.5,-0.0104036843899383,2.604620915062545
0,755800,755800,5300,5271.0,1.0,0.0065943313142892,-2.1686872781741915
0,755800,755800,5400,5271.0,1.0,-0.0112527109336175,2.822915248877081
0,755900,755900,5300,5270.5,-0.5,0.0072650330981431,-2.3882400537989947
0,755900,755900,5400,5270.5,-0.5,-0.0108255918871047,2.712970513992053
0,756000,756000,5300,5271.0,0.5,0.0065977708768302,-2.1697837024615563
0,756000,756000,5400,5271.0,0.5,-0.0112495111707597,2.822067343148756
0,756100,756100,5300,5269.0,-2.0,0.0092684955687939,-3.042901911949603
0,756100,756100,5400,5269.0,-2.0,-0.0095481851337077,2.385505806463242
0,756200,756200,5300,5270.5,1.5,0.0072702087766225,-2.3898840451806818
0,756200,756200,5400,5270.5,1.5,-0.0108207812212718,2.711699782197496
0,756300,756300,5300,5270.5,0.0,0.0072719340856755,-2.390432051084316
0,756300,756300,5400,5270.5,0.0,-0.0108191775889461,2.711276198148636
0,756400,756400,5300,5269.0,-1.5,0.006227082637085,-2.043495094199584
0,756400,756400,5400,5269.0,-1.5,-0.0115506637142322,2.868463310308911
0,756500,756500,5300,5267.0,-2.0,0.0073477319819049,-2.406375946239223
0,756500,756500,5400,5267.0,-2.0,-0.0098637680289456,2.4395071710942404
0,756600,756600,5300,5266.5,-0.5,0.0064797131891121,-2.1205960723565576
0,756600,756600,5400,5266.5,-0.5,-0.0114718842388716,2.816548544676394
0,756700,756700,5300,5266.5,0.0,0.0064814325180108,-2.121141764631308
0,756700,756700,5400,5266.5,0.0,-0.0114702840142652,2.816133108351236
0,756800,756800,5300,5266.0,-0.5,0.0071392185860501,-2.335306506214022
0,756800,756800,5400,5266.0,-0.5,-0.0110507839628795,2.7103230359985844
0,756900,756900,5300,5265.5,-0.5,0.0077959096076606,-2.5489036433948864
0,756900,756900,5400,5265.5,-0.5,-0.010631659049839,2.604826120346655
0,757000,757000,5300,5266.0,0.5,0.0071426680275526,-2.3363974274621677
0,757000,757000,5400,5266.0,0.5,-0.0110475761930362,2.7094928959666102
0,757100,757100,5300,5267.5,1.5,0.0082249981291412,-2.6953910847127216
0,757100,757100,5400,5267.5,1.5,-0.0102748530786396,2.543652439990849
0,757200,757200,5300,5267.5,0.0,0.0067007933597375,-2.195379043803946
0,757200,757200,5400,5267.5,0.0,-0.0102732435703272,2.543233619323192
0,757300,757300,5300,5268.5,1.0,0.0053810674466348,-1.7645729741842953
0,757300,757300,5400,5268.5,1.0,-0.0131362022501801,3.238366194514797
0,757400,757400,5300,5268.5,0.0,0.0069073738380985,-2.265559545979185
0,757400,757400,5400,5268.5,0.0,-0.011112736261873,2.7566557507031386
0,757500,757500,5300,5268.0,-0.5,0.0075710800525153,-2.482126947552255
0,757500,757500,5400,5268.0,-0.5,-0.0106895797374666,2.648947759233365
0,757600,757600,5300,5268.5,0.5,0.0069108195737559,-2.2666534074889553
0,757600,757600,5400,5268.5,0.5,-0.0111095313300992,2.7558165801676404
0,757700,757700,5300,5269.0,0.5,0.0077730425013111,-2.551087864521998
0,757700,757700,5400,5269.0,0.5,-0.0095223496100651,2.3787462582120664
0,757800,757800,5300,5269.0,0.0,0.007774772335673,-2.5516351521595233
0,757800,757800,5400,5269.0,0.0,-0.0095207345600311,2.3783237576845337
0,757900,757900,5300,5268.5,-0.5,0.0069159884877487,-2.268294232610379
0,757900,757900,5400,5268.5,-0.5,-0.0111047236436331,2.7545577991583263
0,758000,758000,5300,5269.5,1.0,0.007113268115502,-2.3355081904498465
0,758000,758000,5400,5269.5,1.0,-0.0099419109975582,2.4860219284969576
0,758100,758100,5300,5272.5,3.0,0.006138115410309,-2.021121850917164
0,758100,758100,5400,5272.5,3.0,-0.0105134492267636,2.6602388916501467
0,758200,758200,5300,5272.0,-0.5,0.0068131161559982,-2.2424542203350497
0,758200,758200,5400,5272.0,-0.5,-0.0100830153613603,2.5487169043514877
0,758300,758300,5300,5273.5,1.5,0.0063085417423184,-2.079191912060955
0,758300,758300,5400,5273.5,1.5,-0.0113691170993658,2.882564043945302
0,758400,758400,5300,5272.5,-1.0,0.0076616696784062,-2.5231403432422175
0,758400,758400,5400,5272.5,-1.0,-0.0105086318521596,2.6589560417479587
0,758500,758500,5300,5273.5,1.0,0.0078289529300606,-2.5806430436712735
0,758500,758500,5400,5273.5,1.0,-0.0093992704336151,2.396194981095201
0,758600,758600,5300,5272.0,-1.5,0.0068200049068452,-2.2446496421841524
0,758600,758600,5400,5272.0,-1.5,-0.0100765773987327,2.5470079441455975
0,758700,758700,5300,5271.5,-0.5,0.0059739116525353,-1.9650113178019697
0,758700,758700,5400,5271.5,-0.5,-0.0096465248249948,2.435816876446723
0,758800,758800,5300,5270.5,-1.0,0.0073150802874818,-2.404133625212407
0,758800,758800,5400,5270.5,-1.0,-0.0107790742556981,2.700685494283556
0,758900,758900,5300,5270.5,0.0,0.0073168066747666,-2.4046817452510285
0,758900,758900,5400,5270.5,0.0,-0.010777469621183,2.700261822013599
0,759000,759000,5300,5270.5,0.0,0.0073185331035443,-2.405229869680877
0,759000,759000,5400,5270.5,0.0,-0.0107758649481016,2.699838146349476
0,759100,759100,5300,5269.5,-1.0,0.0071322410377579,-2.3415312475620587
0,759100,759100,5400,5269.5,-1.0,-0.009924181759965,2.4813699793537807
0,759200,759200,5300,5269.5,0.0,0.0071339660976068,-2.342078824528446
0,759200,759200,5400,5269.5,0.0,-0.0099225697786619,2.4809470545576846
0,759300,759300,5300,5269.5,0.0,0.0071356911989186,-2.3426264058819166
0,759300,759300,5400,5269.5,0.0,-0.0099209577586152,2.480524126373563
0,759400,759400,5300,5268.0,-1.5,0.0076039233600801,-2.492514997819207
0,759400,759400,5400,5268.0,-1.5,-0.0106590577084784,2.640982197506192
0,759500,759500,5300,5267.0,-1.0,0.0073995366163628,-2.4227596422517363
0,759500,759500,5400,5267.0,-1.0,-0.0098153653321128,2.426952930497281
0,759600,759600,5300,5265.0,-2.0,0.0084966462847581,-2.776105973956311
0,759600,759600,5400,5265.0,-2.0,-0.0101710076833534,2.488867193803726
0,759700,759700,5300,5265.5,0.5,0.0078443659469731,-2.564171433499252
0,759700,759700,5400,5265.5,0.5,-0.0105866353884594,2.5932133108748068
0,759800,759800,5300,5263.5,-2.0,0.0073897693935209,-2.409609216328183
0,759800,759800,5400,5263.5,-2.0,-0.0109746782039041,2.6596446048957767
0,759900,759900,5300,5262.5,-1.0,0.008686896359361,-2.8297621659081047
0,759900,759900,5400,5262.5,-1.0,-0.0101461958169334,2.453780744571513
0,760000,760000,5300,5262.0,-0.5,0.0077988242780559,-2.53840651503531
0,760000,760000,5400,5262.0,-0.5,-0.0097316992594311,2.3510992395777435
0,760100,760100,5300,5262.5,0.5,0.008690372848642,-2.830849268025578
0,760100,760100,5400,5262.5,0.5,-0.0101429688601008,2.4529610188723123
0,760200,760200,5300,5261.0,-1.5,0.0075518701478793,-2.4547051761939747
0,760200,760200,5400,5261.0,-1.5,-0.0109848259964166,2.6301163828110767
0,760300,760300,5300,5260.0,-1.0,0.007295359199869,-2.3680508873699204
0,760300,760300,5400,5260.0,-1.0,-0.0101643003135737,2.428605446080956
0,760400,760400,5300,5260.5,0.5,0.0066574631109934,-2.1620991036702057
0,760400,760400,5400,5260.5,0.5,-0.0105719656227807,2.5286036657389395
0,760500,760500,5300,5259.5,-1.0,0.0063959345027946,-2.0742335328817765
0,760500,760500,5400,5259.5,-1.0,-0.0118544997859024,2.8091283375903795
0,760600,760600,5300,5258.0,-1.5,0.0083049192134143,-2.689010430470681
0,760600,760600,5400,5258.0,-1.5,-0.0085259399967217,2.028723873438783
0,760700,760700,5300,5257.5,-0.5,0.0073950229008943,-2.392156346424171
0,760700,760700,5400,5257.5,-0.5,-0.0102279244001492,2.4135819016181568
0,760800,760800,5300,5257.5,0.0,0.0073967514538388,-2.3926963274545443
0,760800,760800,5400,5257.5,0.0,-0.0102263090960139,2.413181383941232
0,760900,760900,5300,5258.0,0.5,0.0083101266388011,-2.6906318308536115
0,760900,760900,5400,5258.0,0.5,-0.0106300056629164,2.5110282642218724
0,761000,761000,5300,5257.5,-0.5,0.0074002086844028,-2.393776302497578
0,761000,761000,5400,5257.5,-0.5,-0.0102230783712363,2.4123803389580463
0,761100,761100,5300,5256.0,-1.5,0.0092947677319836,-3.0016806244264167
0,761100,761100,5400,5256.0,-1.5,-0.0090076432228014,2.1189702452733132
0,761200,761200,5300,5257.5,1.5,0.005857612896005,-1.893993754726608
0,761200,761200,5400,5257.5,1.5,-0.0102198474911077,2.411579281135628
0,761300,761300,5300,5257.5,0.0,0.005859329265975,-1.8945335401408647
0,761300,761300,5400,5257.5,0.0,-0.0102182319927823,2.411178747409411
0,761400,761400,5300,5256.5,-1.0,0.0071222573324048,-2.300331879361816
0,761400,761400,5400,5256.5,-1.0,-0.0115383822224045,2.6965126703171265
0,761500,761500,5300,5255.0,-1.5,0.0074573977861269,-2.4034875356725203
0,761500,761500,5400,5255.0,-1.5,-0.0103316773435488,2.4069460406903085
0,761600,761600,5300,5256.0,1.0,0.007754841038629,-2.5032178540823447
0,761600,761600,5400,5256.0,1.0,-0.0111331164175965,2.599044369000233
0,761700,761700,5300,5257.5,1.5,0.0074123103006289,-2.397556351470202
0,761700,761700,5400,5257.5,1.5,-0.0102117696110392,2.4095765804029794
0,761800,761800,5300,5258.0,0.5,0.006781071067603,-2.194548994769481
0,761800,761800,5400,5258.0,0.5,-0.0106154971677741,2.507420186911303
0,761900,761900,5300,5257.5,-0.5,0.0074157682793926,-2.398636404415173
0,761900,761900,5400,5257.5,-0.5,-0.0102085381870795,2.4087754776374437
0,762000,762000,5300,5256.5,-1.0,0.0071326179383189,-2.3035673450656757
0,762000,762000,5400,5256.5,-1.0,-0.0115287489278076,2.694131811446681
0,762100,762100,5300,5257.5,1.0,0.0058730617115252,-1.8988519792050187
0,762100,762100,5400,5257.5,1.0,-0.0102053066077147,2.407974362030381
0,762200,762200,5300,5256.0,-1.5,0.0077652327171593,-2.506451685748198
0,762200,762200,5400,5256.0,-1.5,-0.0111234619046089,2.5966656263177192
0,762300,762300,5300,5254.5,-1.5,0.0065439083576242,-2.1067821076814006
0,762300,762300,5400,5254.5,-1.5,-0.0099177228892958,2.307960492264211
0,762400,762400,5300,5254.5,0.0,0.0065456308521322,-2.107319765101042
0,762400,762400,5400,5254.5,0.0,-0.0099161032621449,2.3075650905092657
0,762500,762500,5300,5255.5,1.0,0.0083986241318676,-2.7093289216122924
0,762500,762500,5400,5255.5,1.0,-0.010716900113873,2.4990903037141594
0,762600,762600,5300,5257.5,2.0,0.0074278725147968,-2.4024167260763725
0,762600,762600,5400,5257.5,2.0,-0.0101972269793066,2.405971516823026
0,762700,762700,5300,5257.5,0.0,0.0058833627794522,-1.9020909902321053
0,762700,762700,5400,5257.5,0.0,-0.0123227546109622,2.885557667440007
0,762800,762800,5300,5256.5,-1.0,0.0071464344050063,-2.3078815413929146
0,762800,762800,5400,5256.5,-1.0,-0.0115159023727899,2.6909571548330744
0,762900,762900,5300,5255.5,-1.0,0.0068552413164219,-2.21040989259501
0,762900,762900,5400,5255.5,-1.0,-0.0107104487016118,2.49750580483856
0,763000,763000,5300,5256.5,1.0,0.0071498889370292,-2.3089601337044665
0,763000,763000,5400,5256.5,1.0,-0.0115126903478435,2.6901634588688768
0,763100,763100,5300,5255.5,-1.0,0.0068586914487508,-2.211486898397418
0,763100,763100,5400,5255.5,-1.0,-0.0107072227627441,2.496713536347245
0,763200,763200,5300,5257.0,1.5,0.0065231435361034,-2.1076889458474355
0,763200,763200,5400,5257.0,1.5,-0.0119119415006214,2.786325623575527
0,763300,763300,5300,5256.0,-1.0,0.0077842880224268,-2.512380781100576
0,763300,763300,5400,5256.0,-1.0,-0.0111057583457794,2.592304300917598
0,763400,763400,5300,5257.5,1.5,0.0058953825708065,-1.9058700333369585
0,763400,763400,5400,5257.5,1.5,-0.0123115605994605,2.88277464418572
0,763500,763500,5300,5256.5,-1.0,0.007158525994098,-2.311656690144923
0,763500,763500,5400,5256.5,-1.0,-0.0115046596094967,2.688179163280639
0,763600,763600,5300,5256.5,0.0,0.0071602535301553,-2.3121960144043263
0,763600,763600,5400,5256.5,0.0,-0.0115030533459357,2.6877822946183407
0,763700,763700,5300,5254.0,-2.5,0.0102984237365762,-3.316316920858735
0,763700,763700,5400,5254.0,-2.5,-0.0094943184247843,2.206891410332603
0,763800,763800,5300,5256.5,2.5,0.007163708726927,-2.313274675895263
0,763800,763800,5400,5256.5,2.5,-0.0114998407029042,2.686988547747256
0,763900,763900,5300,5256.5,0.0,0.0071654363876449,-2.3138140131271117
0,763900,763900,5400,5256.5,0.0,-0.0114982343234306,2.6865916695383127
0,764000,764000,5300,5257.0,0.5,0.0065369231524557,-2.112005801833759
0,764000,764000,5400,5257.0,0.5,-0.0118991189373366,2.7831477785309797
0,764100,764100,5300,5255.5,-1.5,0.0084264260544141,-2.71794893756479
0,764100,764100,5400,5255.5,-1.5,-0.0106910907405493,2.492752003333786
0,764200,764200,5300,5255.5,0.0,0.0053264916706605,-1.7165331963270356
0,764200,764200,5400,5255.5,0.0,-0.0106894773249059,2.4923558325629087
0,764300,764300,5300,5255.5,0.0,0.0084299020470857,-2.719026517310705
0,764300,764300,5400,5255.5,0.0,-0.0106878638704519,2.491959658615434
0,764400,764400,5300,5257.5,2.0,0.0074590070501275,-2.4121385273642217
0,764400,764400,5400,5257.5,2.0,-0.0101681322710199,2.3987606093114926
0,764500,764500,5300,5258.5,1.0,0.0077377026764461,-2.505908278127512
0,764500,764500,5400,5258.5,1.0,-0.0109777482728731,2.5951194976562415
0,764600,764600,5300,5259.0,0.5,0.0071034767566937,-2.30171554139479
0,764600,764600,5400,5259.0,0.5,-0.011382296677198,2.6935349651392086
0,764700,764700,5300,5258.5,-0.5,0.0077411672277524,-2.506990090833531
0,764700,764700,5400,5258.5,-0.5,-0.0109745286154188,2.59431676996259
0,764800,764800,5300,5258.5,0.0,0.0077428995659152,-2.5075310036927263
0,764800,764800,5400,5258.5,0.0,-0.0109729187285997,2.5939154012878216
0,764900,764900,5300,5257.5,-1.0,0.005921146082245,-1.9139686970636731
0,764900,764900,5400,5257.5,-1.0,-0.0122875670845247,2.8768104969515926
0,765000,765000,5300,5257.5,0.0,0.005922863980233,-1.914508642613855
0,765000,765000,5400,5257.5,0.0,-0.0122859672090127,2.876412861629289
0,765100,765100,5300,5259.5,2.0,0.0064751109667967,-2.099136645615742
0,765100,765100,5400,5259.5,2.0,-0.011780800624441,2.790634798276881
0,765200,765200,5300,5260.5,1.0,0.0067401789350211,-2.1881200358805932
0,765200,765200,5400,5260.5,1.0,-0.0104945899602197,2.5091312784286384
0,765300,765300,5300,5261.5,1.0,0.0069973707001397,-2.2746983741258484
0,765300,765300,5400,5261.5,1.0,-0.0113129787360495,2.710389997717189
0,765400,765400,5300,5261.5,0.0,0.0069990969642788,-2.275241299554078
0,765400,765400,5400,5261.5,0.0,-0.0113113727855062,2.709983506984718
0,765500,765500,5300,5262.5,1.0,0.0057121500301778,-1.8587549695253816
0,765500,765500,5400,5262.5,1.0,-0.0121312546745924,2.9124407256994274
0,765600,765600,5300,5262.5,0.0,0.005713865957842,-1.859298427253792
0,765600,765600,5400,5262.5,0.0,-0.0121296556864419,2.9120334902293825
0,765700,765700,5300,5262.5,0.0,0.0072519189811961,-2.360499314879041
0,765700,765700,5400,5262.5,0.0,-0.0100525510330863,2.430003363385661
