timestamp,buyer,seller,symbol,currency,price,quantity,day,global_ts,bid_price_1,ask_price_1,mid_price,bid_volume_1,ask_volume_1,side_class,strike
505700,,,VEV_6000,XIRECS,0.0,4,0,505700,0,1,0.5,21,25,at_bid,6000
505700,,,VEV_6500,XIRECS,0.0,4,0,505700,0,1,0.5,11,15,at_bid,6500
506200,,,VEV_4000,XIRECS,1233.0,1,0,506200,1233,1254,1243.5,8,8,at_bid,4000
517700,,,VEV_4000,XIRECS,1223.0,2,0,517700,1223,1244,1233.5,10,10,at_bid,4000
518000,,,VEV_4000,XIRECS,1226.0,2,0,518000,1226,1247,1236.5,7,7,at_bid,4000
523700,,,VEV_4000,XIRECS,1241.0,1,0,523700,1241,1262,1251.5,8,8,at_bid,4000
525200,,,VEV_4000,XIRECS,1244.0,3,0,525200,1244,1265,1254.5,11,11,at_bid,4000
526300,,,VEV_4000,XIRECS,1267.0,2,0,526300,1246,1267,1256.5,13,13,at_ask,4000
526600,,,VEV_4000,XIRECS,1245.0,2,0,526600,1245,1267,1256.0,8,8,at_bid,4000
528700,,,VEV_4000,XIRECS,1249.0,2,0,528700,1249,1271,1260.0,10,10,at_bid,4000
532500,,,VEV_4000,XIRECS,1267.0,2,0,532500,1246,1267,1256.5,13,13,at_ask,4000
534700,,,VEV_5300,XIRECS,51.0,5,0,534700,51,53,52.0,3,27,at_bid,5300
534700,,,VEV_5500,XIRECS,8.0,5,0,534700,8,9,8.5,22,27,at_bid,5500
534700,,,VEV_6000,XIRECS,0.0,5,0,534700,0,1,0.5,22,27,at_bid,6000
534700,,,VEV_6500,XIRECS,0.0,5,0,534700,0,1,0.5,11,16,at_bid,6500
538100,,,VEV_4000,XIRECS,1256.0,2,0,538100,1235,1256,1245.5,9,9,at_ask,4000
546400,,,VEV_4000,XIRECS,1251.0,3,0,546400,1230,1251,1240.5,14,14,at_ask,4000
548800,,,VEV_4000,XIRECS,1253.0,2,0,548800,1232,1253,1242.5,10,10,at_ask,4000
554500,,,VEV_5400,XIRECS,16.0,4,0,554500,16,17,16.5,17,21,at_bid,5400
554500,,,VEV_5500,XIRECS,7.0,4,0,554500,7,8,7.5,17,21,at_bid,5500
554500,,,VEV_6000,XIRECS,0.0,4,0,554500,0,1,0.5,17,21,at_bid,6000
554500,,,VEV_6500,XIRECS,0.0,4,0,554500,0,1,0.5,12,16,at_bid,6500
563300,,,VEV_4000,XIRECS,1247.0,3,0,563300,1226,1247,1236.5,13,13,at_ask,4000
568800,,,VEV_5400,XIRECS,18.0,3,0,568800,18,19,18.5,7,27,at_bid,5400
568800,,,VEV_5500,XIRECS,8.0,3,0,568800,8,9,8.5,24,27,at_bid,5500
568800,,,VEV_6000,XIRECS,0.0,3,0,568800,0,1,0.5,24,27,at_bid,6000
568800,,,VEV_6500,XIRECS,0.0,3,0,568800,0,1,0.5,13,16,at_bid,6500
575000,,,VEV_5300,XIRECS,46.0,5,0,575000,46,48,47.0,1,16,at_bid,5300
575000,,,VEV_5500,XIRECS,7.0,5,0,575000,7,8,7.5,11,16,at_bid,5500
575000,,,VEV_6000,XIRECS,0.0,5,0,575000,0,1,0.5,11,16,at_bid,6000
575000,,,VEV_6500,XIRECS,0.0,5,0,575000,0,1,0.5,9,14,at_bid,6500
577000,,,VEV_4000,XIRECS,1251.0,3,0,577000,1230,1251,1240.5,14,14,at_ask,4000
577100,,,VEV_4000,XIRECS,1251.0,1,0,577100,1230,1251,1240.5,12,12,at_ask,4000
585000,,,VEV_5400,XIRECS,16.0,4,0,585000,16,17,16.5,2,22,at_bid,5400
585000,,,VEV_5500,XIRECS,7.0,4,0,585000,7,8,7.5,18,22,at_bid,5500
585000,,,VEV_6000,XIRECS,0.0,4,0,585000,0,1,0.5,18,22,at_bid,6000
585000,,,VEV_6500,XIRECS,0.0,4,0,585000,0,1,0.5,14,18,at_bid,6500
585200,,,VEV_4000,XIRECS,1254.0,2,0,585200,1233,1254,1243.5,9,9,at_ask,4000
590500,,,VEV_4000,XIRECS,1250.0,2,0,590500,1229,1250,1239.5,12,12,at_ask,4000
591100,,,VEV_5300,XIRECS,46.0,2,0,591100,46,48,47.0,5,17,at_bid,5300
591100,,,VEV_5500,XIRECS,7.0,2,0,591100,7,8,7.5,15,17,at_bid,5500
591100,,,VEV_6000,XIRECS,0.0,2,0,591100,0,1,0.5,15,17,at_bid,6000
591100,,,VEV_6500,XIRECS,0.0,2,0,591100,0,1,0.5,16,18,at_bid,6500
593300,,,VEV_5400,XIRECS,16.0,2,0,593300,16,18,17.0,22,24,at_bid,5400
593300,,,VEV_5500,XIRECS,7.0,2,0,593300,7,8,7.5,22,24,at_bid,5500
593300,,,VEV_6000,XIRECS,0.0,2,0,593300,0,1,0.5,22,24,at_bid,6000
593300,,,VEV_6500,XIRECS,0.0,2,0,593300,0,1,0.5,15,17,at_bid,6500
594300,,,VEV_4000,XIRECS,1257.0,3,0,594300,1236,1257,1246.5,8,8,at_ask,4000
603000,,,VEV_5300,XIRECS,46.0,2,0,603000,46,48,47.0,27,29,at_bid,5300
603000,,,VEV_5500,XIRECS,7.0,2,0,603000,7,8,7.5,27,29,at_bid,5500
603000,,,VEV_6000,XIRECS,0.0,2,0,603000,0,1,0.5,27,29,at_bid,6000
603000,,,VEV_6500,XIRECS,0.0,2,0,603000,0,1,0.5,13,15,at_bid,6500
603100,,,VEV_4000,XIRECS,1252.0,3,0,603100,1232,1252,1242.0,12,12,at_ask,4000
611300,,,VEV_4000,XIRECS,1250.0,1,0,611300,1229,1250,1239.5,7,7,at_ask,4000
613300,,,VEV_5400,XIRECS,14.0,5,0,613300,14,15,14.5,14,19,at_bid,5400
613300,,,VEV_5500,XIRECS,6.0,5,0,613300,6,7,6.5,14,19,at_bid,5500
613300,,,VEV_6000,XIRECS,0.0,5,0,613300,0,1,0.5,14,19,at_bid,6000
613300,,,VEV_6500,XIRECS,0.0,5,0,613300,0,1,0.5,7,12,at_bid,6500
622100,,,VEV_4000,XIRECS,1213.0,2,0,622100,1213,1233,1223.0,9,9,at_bid,4000
623900,,,VEV_4000,XIRECS,1229.0,2,0,623900,1209,1229,1219.0,15,15,at_ask,4000
626500,,,VEV_5300,XIRECS,38.0,2,0,626500,38,40,39.0,27,29,at_bid,5300
626500,,,VEV_5400,XIRECS,12.0,2,0,626500,12,13,12.5,27,29,at_bid,5400
626500,,,VEV_5500,XIRECS,5.0,2,0,626500,5,6,5.5,27,29,at_bid,5500
626500,,,VEV_6000,XIRECS,0.0,2,0,626500,0,1,0.5,27,29,at_bid,6000
626500,,,VEV_6500,XIRECS,0.0,2,0,626500,0,1,0.5,13,15,at_bid,6500
631900,,,VEV_5300,XIRECS,38.0,4,0,631900,38,40,39.0,23,27,at_bid,5300
631900,,,VEV_5400,XIRECS,12.0,4,0,631900,12,13,12.5,23,27,at_bid,5400
631900,,,VEV_5500,XIRECS,5.0,4,0,631900,5,6,5.5,23,27,at_bid,5500
631900,,,VEV_6000,XIRECS,0.0,4,0,631900,0,1,0.5,23,27,at_bid,6000
631900,,,VEV_6500,XIRECS,0.0,4,0,631900,0,1,0.5,13,17,at_bid,6500
640300,,,VEV_5300,XIRECS,42.0,5,0,640300,42,44,43.0,22,27,at_bid,5300
640300,,,VEV_5500,XIRECS,6.0,5,0,640300,6,7,6.5,22,27,at_bid,5500
640300,,,VEV_6000,XIRECS,0.0,5,0,640300,0,1,0.5,22,27,at_bid,6000
640300,,,VEV_6500,XIRECS,0.0,5,0,640300,0,1,0.5,5,10,at_bid,6500
644300,,,VEV_4000,XIRECS,1217.0,2,0,644300,1217,1238,1227.5,12,12,at_bid,4000
645000,,,VEV_4000,XIRECS,1240.0,1,0,645000,1220,1240,1230.0,13,13,at_ask,4000
645800,,,VEV_4000,XIRECS,1218.0,1,0,645800,1218,1238,1228.0,13,13,at_bid,4000
655800,,,VEV_5200,XIRECS,88.0,5,0,655800,88,90,89.0,5,10,at_bid,5200
655800,,,VEV_5500,XIRECS,6.0,5,0,655800,6,7,6.5,22,27,at_bid,5500
655800,,,VEV_6000,XIRECS,0.0,5,0,655800,0,1,0.5,22,27,at_bid,6000
655800,,,VEV_6500,XIRECS,0.0,5,0,655800,0,1,0.5,9,14,at_bid,6500
655900,,,VEV_5300,XIRECS,42.0,3,0,655900,42,44,43.0,23,26,at_bid,5300
655900,,,VEV_5500,XIRECS,6.0,3,0,655900,6,7,6.5,23,26,at_bid,5500
655900,,,VEV_6000,XIRECS,0.0,3,0,655900,0,1,0.5,23,26,at_bid,6000
655900,,,VEV_6500,XIRECS,0.0,3,0,655900,0,1,0.5,9,12,at_bid,6500
657100,,,VEV_4000,XIRECS,1225.0,1,0,657100,1225,1246,1235.5,10,10,at_bid,4000
658800,,,VEV_4000,XIRECS,1248.0,2,0,658800,1227,1248,1237.5,10,10,at_ask,4000
662500,,,VEV_4000,XIRECS,1256.0,1,0,662500,1235,1256,1245.5,7,7,at_ask,4000
663200,,,VEV_4000,XIRECS,1231.0,1,0,663200,1231,1252,1241.5,8,8,at_bid,4000
664000,,,VEV_4000,XIRECS,1251.0,2,0,664000,1231,1251,1241.0,10,10,at_ask,4000
664100,,,VEV_4000,XIRECS,1253.0,2,0,664100,1232,1253,1242.5,9,9,at_ask,4000
665500,,,VEV_4000,XIRECS,1253.0,2,0,665500,1232,1253,1242.5,14,14,at_ask,4000
681600,,,VEV_4000,XIRECS,1249.0,3,0,681600,1228,1249,1238.5,7,7,at_ask,4000
685800,,,VEV_4000,XIRECS,1254.0,1,0,685800,1233,1254,1243.5,14,14,at_ask,4000
689200,,,VEV_4000,XIRECS,1232.0,3,0,689200,1232,1253,1242.5,9,9,at_bid,4000
692200,,,VEV_4000,XIRECS,1237.0,2,0,692200,1237,1258,1247.5,11,11,at_bid,4000
693200,,,VEV_5400,XIRECS,16.0,2,0,693200,16,17,16.5,22,24,at_bid,5400
693200,,,VEV_5500,XIRECS,7.0,2,0,693200,7,8,7.5,22,24,at_bid,5500
693200,,,VEV_6000,XIRECS,0.0,2,0,693200,0,1,0.5,22,24,at_bid,6000
693200,,,VEV_6500,XIRECS,0.0,2,0,693200,0,1,0.5,19,21,at_bid,6500
695000,,,VEV_5400,XIRECS,16.0,2,0,695000,16,18,17.0,22,24,at_bid,5400
695000,,,VEV_5500,XIRECS,7.0,2,0,695000,7,8,7.5,22,24,at_bid,5500
695000,,,VEV_6000,XIRECS,0.0,2,0,695000,0,1,0.5,22,24,at_bid,6000
695000,,,VEV_6500,XIRECS,0.0,2,0,695000,0,1,0.5,11,13,at_bid,6500
711600,,,VEV_5300,XIRECS,47.0,2,0,711600,47,49,48.0,6,20,at_bid,5300
711600,,,VEV_5400,XIRECS,16.0,2,0,711600,16,17,16.5,18,20,at_bid,5400
711600,,,VEV_5500,XIRECS,7.0,2,0,711600,7,8,7.5,18,20,at_bid,5500
711600,,,VEV_6000,XIRECS,0.0,2,0,711600,0,1,0.5,18,20,at_bid,6000
711600,,,VEV_6500,XIRECS,0.0,2,0,711600,0,1,0.5,13,15,at_bid,6500
713700,,,VEV_4000,XIRECS,1256.0,1,0,713700,1235,1256,1245.5,13,13,at_ask,4000
713800,,,VEV_4000,XIRECS,1257.0,2,0,713800,1236,1257,1246.5,8,8,at_ask,4000
715000,,,VEV_5400,XIRECS,17.0,3,0,715000,17,18,17.5,5,18,at_bid,5400
715000,,,VEV_5500,XIRECS,8.0,3,0,715000,8,9,8.5,15,18,at_bid,5500
715000,,,VEV_6000,XIRECS,0.0,3,0,715000,0,1,0.5,15,18,at_bid,6000
715000,,,VEV_6500,XIRECS,0.0,3,0,715000,0,1,0.5,9,12,at_bid,6500
722600,,,VEV_5500,XIRECS,8.0,3,0,722600,8,9,8.5,27,30,at_bid,5500
722600,,,VEV_6000,XIRECS,0.0,3,0,722600,0,1,0.5,27,30,at_bid,6000
722600,,,VEV_6500,XIRECS,0.0,3,0,722600,0,1,0.5,8,11,at_bid,6500
729100,,,VEV_5400,XIRECS,20.0,3,0,729100,20,22,21.0,25,28,at_bid,5400
729100,,,VEV_5500,XIRECS,9.0,3,0,729100,9,11,10.0,25,28,at_bid,5500
729100,,,VEV_6000,XIRECS,0.0,3,0,729100,0,1,0.5,25,28,at_bid,6000
729100,,,VEV_6500,XIRECS,0.0,3,0,729100,0,1,0.5,7,10,at_bid,6500
735900,,,VEV_4000,XIRECS,1260.0,2,0,735900,1260,1281,1270.5,11,11,at_bid,4000
736700,,,VEV_5400,XIRECS,20.0,2,0,736700,20,22,21.0,24,26,at_bid,5400
736700,,,VEV_5500,XIRECS,9.0,2,0,736700,9,11,10.0,24,26,at_bid,5500
736700,,,VEV_6000,XIRECS,0.0,2,0,736700,0,1,0.5,24,26,at_bid,6000
736700,,,VEV_6500,XIRECS,0.0,2,0,736700,0,1,0.5,16,18,at_bid,6500
736800,,,VEV_5500,XIRECS,9.0,2,0,736800,9,11,10.0,22,24,at_bid,5500
736800,,,VEV_6000,XIRECS,0.0,2,0,736800,0,1,0.5,22,24,at_bid,6000
736800,,,VEV_6500,XIRECS,0.0,2,0,736800,0,1,0.5,11,13,at_bid,6500
739100,,,VEV_4000,XIRECS,1281.0,3,0,739100,1259,1281,1270.0,10,10,at_ask,4000
748000,,,VEV_4000,XIRECS,1286.0,1,0,748000,1264,1286,1275.0,13,13,at_ask,4000
757300,,,VEV_6000,XIRECS,0.0,5,0,757300,0,1,0.5,17,22,at_bid,6000
757300,,,VEV_6500,XIRECS,0.0,5,0,757300,0,1,0.5,14,19,at_bid,6500
761600,,,VEV_4000,XIRECS,1245.0,3,0,761600,1245,1266,1255.5,15,15,at_bid,4000
762000,,,VEV_4000,XIRECS,1267.0,2,0,762000,1246,1267,1256.5,14,14,at_ask,4000
762500,,,VEV_4000,XIRECS,1266.0,2,0,762500,1245,1266,1255.5,9,9,at_ask,4000
765200,,,VEV_4000,XIRECS,1271.0,3,0,765200,1250,1271,1260.5,9,9,at_ask,4000
769300,,,VEV_5400,XIRECS,18.0,5,0,769300,18,19,18.5,21,7,at_bid,5400
769300,,,VEV_5500,XIRECS,9.0,5,0,769300,9,10,9.5,21,26,at_bid,5500
769300,,,VEV_6000,XIRECS,0.0,5,0,769300,0,1,0.5,21,26,at_bid,6000
769300,,,VEV_6500,XIRECS,0.0,5,0,769300,0,1,0.5,14,19,at_bid,6500
779600,,,VEV_5400,XIRECS,17.0,4,0,779600,17,18,17.5,18,22,at_bid,5400
779600,,,VEV_5500,XIRECS,8.0,4,0,779600,8,9,8.5,18,22,at_bid,5500
779600,,,VEV_6000,XIRECS,0.0,4,0,779600,0,1,0.5,18,22,at_bid,6000
779600,,,VEV_6500,XIRECS,0.0,4,0,779600,0,1,0.5,16,20,at_bid,6500
780900,,,VEV_4000,XIRECS,1258.0,2,0,780900,1237,1258,1247.5,10,10,at_ask,4000
787300,,,VEV_4000,XIRECS,1237.0,3,0,787300,1237,1258,1247.5,12,12,at_bid,4000
791300,,,VEV_5400,XIRECS,15.0,3,0,791300,15,17,16.0,14,17,at_bid,5400
791300,,,VEV_5500,XIRECS,7.0,3,0,791300,7,8,7.5,14,17,at_bid,5500
791300,,,VEV_6000,XIRECS,0.0,3,0,791300,0,1,0.5,14,17,at_bid,6000
791300,,,VEV_6500,XIRECS,0.0,3,0,791300,0,1,0.5,13,16,at_bid,6500
802300,,,VEV_4000,XIRECS,1261.0,2,0,802300,1240,1261,1250.5,14,14,at_ask,4000
808600,,,VEV_4000,XIRECS,1252.0,1,0,808600,1231,1252,1241.5,8,8,at_ask,4000
810000,,,VEV_5300,XIRECS,47.0,5,0,810000,47,49,48.0,23,28,at_bid,5300
810000,,,VEV_5400,XIRECS,15.0,5,0,810000,15,17,16.0,23,28,at_bid,5400
810000,,,VEV_6000,XIRECS,0.0,5,0,810000,0,1,0.5,23,28,at_bid,6000
810000,,,VEV_6500,XIRECS,0.0,5,0,810000,0,1,0.5,12,17,at_bid,6500
819800,,,VEV_4000,XIRECS,1266.0,2,0,819800,1244,1266,1255.0,8,8,at_ask,4000
829700,,,VEV_4000,XIRECS,1272.0,2,0,829700,1251,1272,1261.5,8,8,at_ask,4000
830800,,,VEV_4000,XIRECS,1269.0,3,0,830800,1248,1269,1258.5,10,10,at_ask,4000
831800,,,VEV_4000,XIRECS,1266.0,2,0,831800,1245,1266,1255.5,7,7,at_ask,4000
835500,,,VEV_5300,XIRECS,50.0,5,0,835500,50,52,51.0,17,22,at_bid,5300
835500,,,VEV_5400,XIRECS,17.0,5,0,835500,17,19,18.0,17,22,at_bid,5400
835500,,,VEV_5500,XIRECS,8.0,5,0,835500,8,9,8.5,17,22,at_bid,5500
835500,,,VEV_6000,XIRECS,0.0,5,0,835500,0,1,0.5,17,22,at_bid,6000
835500,,,VEV_6500,XIRECS,0.0,5,0,835500,0,1,0.5,11,16,at_bid,6500
841600,,,VEV_4000,XIRECS,1246.0,3,0,841600,1246,1267,1256.5,14,14,at_bid,4000
842900,,,VEV_5300,XIRECS,50.0,5,0,842900,50,52,51.0,23,28,at_bid,5300
842900,,,VEV_5400,XIRECS,17.0,5,0,842900,17,19,18.0,23,28,at_bid,5400
842900,,,VEV_5500,XIRECS,8.0,5,0,842900,8,9,8.5,23,28,at_bid,5500
842900,,,VEV_6000,XIRECS,0.0,5,0,842900,0,1,0.5,23,28,at_bid,6000
842900,,,VEV_6500,XIRECS,0.0,5,0,842900,0,1,0.5,12,17,at_bid,6500
845100,,,VEV_5500,XIRECS,8.0,5,0,845100,8,9,8.5,11,16,at_bid,5500
845100,,,VEV_6000,XIRECS,0.0,5,0,845100,0,1,0.5,11,16,at_bid,6000
845100,,,VEV_6500,XIRECS,0.0,5,0,845100,0,1,0.5,14,19,at_bid,6500
847900,,,VEV_4000,XIRECS,1248.0,3,0,847900,1248,1269,1258.5,13,13,at_bid,4000
852600,,,VEV_4000,XIRECS,1243.0,1,0,852600,1243,1264,1253.5,12,12,at_bid,4000
853800,,,VEV_4000,XIRECS,1265.0,1,0,853800,1244,1265,1254.5,9,9,at_ask,4000
859100,,,VEV_5300,XIRECS,49.0,2,0,859100,49,51,50.0,20,22,at_bid,5300
859100,,,VEV_5400,XIRECS,17.0,2,0,859100,17,19,18.0,20,22,at_bid,5400
859100,,,VEV_5500,XIRECS,8.0,2,0,859100,8,9,8.5,20,22,at_bid,5500
859100,,,VEV_6000,XIRECS,0.0,2,0,859100,0,1,0.5,20,22,at_bid,6000
859100,,,VEV_6500,XIRECS,0.0,2,0,859100,0,1,0.5,15,17,at_bid,6500
859300,,,VEV_5300,XIRECS,50.0,2,0,859300,50,52,51.0,4,26,at_bid,5300
859300,,,VEV_5400,XIRECS,18.0,2,0,859300,18,19,18.5,4,26,at_bid,5400
859300,,,VEV_5500,XIRECS,8.0,2,0,859300,8,9,8.5,24,26,at_bid,5500
859300,,,VEV_6000,XIRECS,0.0,2,0,859300,0,1,0.5,24,26,at_bid,6000
859300,,,VEV_6500,XIRECS,0.0,2,0,859300,0,1,0.5,12,14,at_bid,6500
862100,,,VEV_4000,XIRECS,1261.0,3,0,862100,1240,1261,1250.5,14,14,at_ask,4000
862500,,,VEV_5400,XIRECS,17.0,2,0,862500,17,18,17.5,18,20,at_bid,5400
862500,,,VEV_5500,XIRECS,7.0,2,0,862500,7,9,8.0,18,20,at_bid,5500
862500,,,VEV_6000,XIRECS,0.0,2,0,862500,0,1,0.5,18,20,at_bid,6000
862500,,,VEV_6500,XIRECS,0.0,2,0,862500,0,1,0.5,12,14,at_bid,6500
864800,,,VEV_4000,XIRECS,1258.0,3,0,864800,1237,1258,1247.5,8,8,at_ask,4000
869500,,,VEV_4000,XIRECS,1259.0,1,0,869500,1259,1280,1269.5,15,15,at_bid,4000
870200,,,VEV_4000,XIRECS,1279.0,3,0,870200,1258,1279,1268.5,8,8,at_ask,4000
873700,,,VEV_5500,XIRECS,9.0,4,0,873700,9,10,9.5,15,19,at_bid,5500
873700,,,VEV_6000,XIRECS,0.0,4,0,873700,0,1,0.5,15,19,at_bid,6000
873700,,,VEV_6500,XIRECS,0.0,4,0,873700,0,1,0.5,8,12,at_bid,6500
875600,,,VEV_4000,XIRECS,1268.0,1,0,875600,1247,1268,1257.5,15,15,at_ask,4000
884000,,,VEV_5400,XIRECS,17.0,5,0,884000,17,18,17.5,16,21,at_bid,5400
884000,,,VEV_5500,XIRECS,8.0,5,0,884000,8,9,8.5,16,21,at_bid,5500
884000,,,VEV_6000,XIRECS,0.0,5,0,884000,0,1,0.5,16,21,at_bid,6000
884000,,,VEV_6500,XIRECS,0.0,5,0,884000,0,1,0.5,7,12,at_bid,6500
885400,,,VEV_4000,XIRECS,1263.0,1,0,885400,1242,1263,1252.5,7,7,at_ask,4000
886700,,,VEV_4000,XIRECS,1242.0,2,0,886700,1242,1263,1252.5,13,13,at_bid,4000
890900,,,VEV_4000,XIRECS,1264.0,3,0,890900,1243,1264,1253.5,10,10,at_ask,4000
891000,,,VEV_4000,XIRECS,1265.0,1,0,891000,1244,1265,1254.5,8,8,at_ask,4000
891500,,,VEV_4000,XIRECS,1248.0,3,0,891500,1248,1269,1258.5,9,9,at_bid,4000
895800,,,VEV_6000,XIRECS,0.0,3,0,895800,0,1,0.5,21,24,at_bid,6000
895800,,,VEV_6500,XIRECS,0.0,3,0,895800,0,1,0.5,17,20,at_bid,6500
899800,,,VEV_4000,XIRECS,1248.0,3,0,899800,1248,1269,1258.5,9,9,at_bid,4000
912400,,,VEV_5300,XIRECS,52.0,4,0,912400,52,54,53.0,2,22,at_bid,5300
912400,,,VEV_6000,XIRECS,0.0,4,0,912400,0,1,0.5,18,22,at_bid,6000
912400,,,VEV_6500,XIRECS,0.0,4,0,912400,0,1,0.5,14,18,at_bid,6500
914600,,,VEV_4000,XIRECS,1249.0,2,0,914600,1249,1270,1259.5,12,12,at_bid,4000
916900,,,VEV_4000,XIRECS,1246.0,1,0,916900,1246,1267,1256.5,8,8,at_bid,4000
919500,,,VEV_5400,XIRECS,18.0,4,0,919500,18,19,18.5,18,22,at_bid,5400
919500,,,VEV_5500,XIRECS,8.0,4,0,919500,8,9,8.5,18,22,at_bid,5500
919500,,,VEV_6000,XIRECS,0.0,4,0,919500,0,1,0.5,18,22,at_bid,6000
919500,,,VEV_6500,XIRECS,0.0,4,0,919500,0,1,0.5,12,16,at_bid,6500
923400,,,VEV_4000,XIRECS,1258.0,3,0,923400,1258,1279,1268.5,14,14,at_bid,4000
925800,,,VEV_4000,XIRECS,1284.0,3,0,925800,1262,1284,1273.0,12,12,at_ask,4000
930100,,,VEV_4000,XIRECS,1281.0,2,0,930100,1260,1281,1270.5,9,9,at_ask,4000
932300,,,VEV_4000,XIRECS,1256.0,2,0,932300,1256,1277,1266.5,13,13,at_bid,4000
934000,,,VEV_4000,XIRECS,1251.0,2,0,934000,1251,1272,1261.5,10,10,at_bid,4000
937800,,,VEV_4000,XIRECS,1248.0,1,0,937800,1248,1269,1258.5,14,14,at_bid,4000
940000,,,VEV_4000,XIRECS,1264.0,1,0,940000,1253,1264,1258.5,2,12,at_ask,4000
941200,,,VEV_5400,XIRECS,17.0,2,0,941200,17,19,18.0,21,23,at_bid,5400
941200,,,VEV_6000,XIRECS,0.0,2,0,941200,0,1,0.5,21,23,at_bid,6000
941200,,,VEV_6500,XIRECS,0.0,2,0,941200,0,1,0.5,17,19,at_bid,6500
941400,,,VEV_4000,XIRECS,1261.0,2,0,941400,1240,1261,1250.5,11,11,at_ask,4000
945000,,,VEV_4000,XIRECS,1236.0,2,0,945000,1236,1257,1246.5,13,13,at_bid,4000
946400,,,VEV_4000,XIRECS,1255.0,2,0,946400,1234,1255,1244.5,13,13,at_ask,4000
946600,,,VEV_5300,XIRECS,45.0,4,0,946600,45,47,46.0,20,24,at_bid,5300
946600,,,VEV_5500,XIRECS,7.0,4,0,946600,7,8,7.5,20,24,at_bid,5500
946600,,,VEV_6000,XIRECS,0.0,4,0,946600,0,1,0.5,20,24,at_bid,6000
946600,,,VEV_6500,XIRECS,0.0,4,0,946600,0,1,0.5,14,18,at_bid,6500
947800,,,VEV_5200,XIRECS,95.0,5,0,947800,95,97,96.0,1,6,at_bid,5200
947800,,,VEV_5400,XIRECS,16.0,5,0,947800,16,18,17.0,22,27,at_bid,5400
947800,,,VEV_5500,XIRECS,7.0,5,0,947800,7,8,7.5,22,27,at_bid,5500
947800,,,VEV_6000,XIRECS,0.0,5,0,947800,0,1,0.5,22,27,at_bid,6000
947800,,,VEV_6500,XIRECS,0.0,5,0,947800,0,1,0.5,8,13,at_bid,6500
948900,,,VEV_5400,XIRECS,16.0,3,0,948900,16,17,16.5,20,23,at_bid,5400
948900,,,VEV_5500,XIRECS,7.0,3,0,948900,7,8,7.5,20,23,at_bid,5500
948900,,,VEV_6000,XIRECS,0.0,3,0,948900,0,1,0.5,20,23,at_bid,6000
948900,,,VEV_6500,XIRECS,0.0,3,0,948900,0,1,0.5,12,15,at_bid,6500
950000,,,VEV_5300,XIRECS,44.0,4,0,950000,44,46,45.0,1,19,at_bid,5300
950000,,,VEV_5400,XIRECS,15.0,4,0,950000,15,16,15.5,15,19,at_bid,5400
950000,,,VEV_6000,XIRECS,0.0,4,0,950000,0,1,0.5,15,19,at_bid,6000
950000,,,VEV_6500,XIRECS,0.0,4,0,950000,0,1,0.5,15,19,at_bid,6500
952800,,,VEV_4000,XIRECS,1230.0,1,0,952800,1230,1251,1240.5,15,15,at_bid,4000
983900,,,VEV_4000,XIRECS,1253.0,3,0,983900,1233,1253,1243.0,8,8,at_ask,4000
989700,,,VEV_4000,XIRECS,1234.0,2,0,989700,1234,1255,1244.5,8,8,at_bid,4000
990100,,,VEV_4000,XIRECS,1254.0,2,0,990100,1233,1254,1243.5,13,13,at_ask,4000
994300,,,VEV_5300,XIRECS,46.0,3,0,994300,46,48,47.0,7,20,at_bid,5300
994300,,,VEV_5400,XIRECS,16.0,3,0,994300,16,17,16.5,17,20,at_bid,5400
994300,,,VEV_5500,XIRECS,7.0,3,0,994300,7,8,7.5,17,20,at_bid,5500
994300,,,VEV_6000,XIRECS,0.0,3,0,994300,0,1,0.5,17,20,at_bid,6000
994300,,,VEV_6500,XIRECS,0.0,3,0,994300,0,1,0.5,12,15,at_bid,6500
997200,,,VEV_4000,XIRECS,1255.0,3,0,997200,1234,1255,1244.5,15,15,at_ask,4000
997900,,,VEV_4000,XIRECS,1255.0,2,0,997900,1234,1255,1244.5,13,13,at_ask,4000
999000,,,VEV_4000,XIRECS,1253.0,1,0,999000,1232,1253,1242.5,15,15,at_ask,4000
4500,,,VEV_5400,XIRECS,18.0,2,1,1004500,18,19,18.5,24,26,at_bid,5400
4500,,,VEV_5500,XIRECS,8.0,2,1,1004500,8,9,8.5,24,26,at_bid,5500
4500,,,VEV_6000,XIRECS,0.0,2,1,1004500,0,1,0.5,24,26,at_bid,6000
4500,,,VEV_6500,XIRECS,0.0,2,1,1004500,0,1,0.5,15,17,at_bid,6500
5300,,,VEV_4000,XIRECS,1264.0,2,1,1005300,1243,1264,1253.5,14,14,at_ask,4000
9600,,,VEV_5400,XIRECS,16.0,4,1,1009600,16,18,17.0,14,18,at_bid,5400
9600,,,VEV_5500,XIRECS,7.0,4,1,1009600,7,8,7.5,14,18,at_bid,5500
9600,,,VEV_6000,XIRECS,0.0,4,1,1009600,0,1,0.5,14,18,at_bid,6000
9600,,,VEV_6500,XIRECS,0.0,4,1,1009600,0,1,0.5,11,15,at_bid,6500
11800,,,VEV_5500,XIRECS,7.0,4,1,1011800,7,8,7.5,22,26,at_bid,5500
11800,,,VEV_6000,XIRECS,0.0,4,1,1011800,0,1,0.5,22,26,at_bid,6000
11800,,,VEV_6500,XIRECS,0.0,4,1,1011800,0,1,0.5,8,12,at_bid,6500
